sample_id,sample_type,alumina_content,silica_content,calcia_content,sintering_temperature,holding_time,heating_rate,cooling_rate,alpha_alumina_phase,calcium_aluminate_phase,mullite_phase,glass_phase,grain_size,grain_uniformity,total_porosity,closed_porosity,open_porosity,pore_size,fracture_toughness,flexural_strength,youngs_modulus
CER-169,composition_series,89.04,8.14,2.82,1600,4,10,5,83.7,7.4,16.2,7.2,1.28,0.433,11.46,5.73,5.73,0.1,3.15,544.3,318.6
CER-170,composition_series,89.06,7.68,3.26,1600,4,10,5,84.9,8,15.7,6.6,1.08,0.489,11.12,5.56,5.56,0.1,3.13,587.5,318.9
CER-171,composition_series,89.09,7.68,3.23,1600,4,10,5,83.5,9,13.9,6.4,1.36,0.5,11.1,5.55,5.55,0.1,2.81,568.8,318.5
CER-172,composition_series,89.11,7.46,3.43,1600,4,10,5,84.1,8.6,13.4,7.2,0.77,0.5,11.4,5.7,5.7,0.1,2.92,630.6,313.2
CER-173,composition_series,89.14,8.1,2.76,1600,4,10,5,84,7.8,16.4,6.3,1.37,0.5,9.86,4.93,4.93,0.1,2.96,594.8,332.7
CER-174,composition_series,89.16,5.43,5.41,1600,4,10,5,83.8,14.8,11.7,5.6,1.28,0.5,11.45,5.72,5.72,0.1,2.83,542.7,318.4
CER-175,composition_series,89.18,8.3,2.52,1600,4,10,5,85.5,7.6,16.8,7,1.11,0.475,11.28,5.64,5.64,0.1,2.83,576.3,325.4
CER-176,composition_series,89.21,7.49,3.3,1600,4,10,5,84.8,9.4,14.7,6.7,1.2,0.427,10.77,5.39,5.39,0.1,2.91,580.3,315.1
CER-177,composition_series,89.23,7.51,3.26,1600,4,10,5,85,10,15.2,5.2,1.3,0.5,10.92,5.46,5.46,0.1,2.81,576.8,323.5
CER-178,composition_series,89.26,7.6,3.14,1600,4,10,5,86.1,8.6,14.6,6.5,1.47,0.349,12.25,6.13,6.13,0.1,2.77,534.4,310.4
CER-179,composition_series,89.28,6.58,4.14,1600,4,10,5,83.1,11.2,13.5,6,1.64,0.5,12.02,6.01,6.01,0.1,2.77,508.1,313.1
CER-180,composition_series,89.3,7.89,2.81,1600,4,10,5,85.4,8,15.3,7.6,0.99,0.5,10.86,5.43,5.43,0.1,2.62,606.6,328.8
CER-181,composition_series,89.33,5.93,4.74,1600,4,10,5,85.1,11.9,11.8,6.3,0.8,0.5,11.89,5.95,5.95,0.1,2.78,577.6,319.4
CER-182,composition_series,89.35,7.48,3.16,1600,4,10,5,85.1,9.1,13.9,6.5,1.01,0.438,11.97,5.98,5.98,0.1,3.08,601.9,315.8
CER-183,composition_series,89.38,6.1,4.52,1600,4,10,5,84,12,12.8,5.5,1.21,0.499,12.7,6.35,6.35,0.1,2.48,534.2,311.6
CER-184,composition_series,89.4,6.96,3.64,1600,4,10,5,85.9,9.9,13.1,6.2,1.46,0.5,11.32,5.66,5.66,0.1,2.72,566.8,321.8
CER-185,composition_series,89.42,7.35,3.23,1600,4,10,5,84.8,9.7,14.6,6.1,1.04,0.5,11.74,5.87,5.87,0.1,3.03,579.5,311.6
CER-186,composition_series,89.45,6.13,4.42,1600,4,10,5,84.3,13,12,6.5,1.3,0.5,11.89,5.94,5.94,0.1,2.8,532.1,308.9
CER-187,composition_series,89.47,6.37,4.16,1600,4,10,5,85.9,12.7,13.1,6.2,1.58,0.49,11.64,5.82,5.82,0.1,2.74,580.8,320.5
CER-188,composition_series,89.5,7.63,2.88,1600,4,10,5,85,7.7,15.2,6.8,1.09,0.438,11.29,5.65,5.65,0.1,2.84,569.3,318.5
CER-189,composition_series,89.52,6.57,3.91,1600,4,10,5,85.2,10.1,13,6.4,1.11,0.5,12.32,6.16,6.16,0.1,2.57,544,303
CER-190,composition_series,89.55,6.95,3.5,1600,4,10,5,83.8,9.7,13.1,5.4,1.24,0.448,12.32,6.16,6.16,0.1,2.44,564.3,315.1
CER-191,composition_series,89.57,8.34,2.09,1600,4,10,5,85.8,5.8,15.1,7.2,1.44,0.5,11.2,5.6,5.6,0.1,2.67,531.6,318.7
CER-192,composition_series,89.59,8.14,2.27,1600,4,10,5,84.7,6,16.7,6.5,1.55,0.5,11.41,5.7,5.7,0.1,2.92,554.4,324.6
CER-193,composition_series,89.62,8.03,2.35,1600,4,10,5,84.6,6.9,16.1,7,1.27,0.441,11.09,5.54,5.54,0.1,2.53,579.5,313.3
CER-194,composition_series,89.64,7.13,3.23,1600,4,10,5,84.5,8.9,13.7,7.1,1.41,0.5,11.04,5.52,5.52,0.1,2.5,535,322.7
CER-195,composition_series,89.67,7.47,2.86,1600,4,10,5,84.2,8,14.5,6.5,1.24,0.5,11.9,5.95,5.95,0.1,2.64,543.2,311.7
CER-196,composition_series,89.69,6.28,4.03,1600,4,10,5,83.1,12.5,13,5.9,1.73,0.5,11.61,5.8,5.8,0.1,2.8,540.6,318.5
CER-197,composition_series,89.71,7.39,2.89,1600,4,10,5,85.2,8.5,15,6,1.05,0.5,10.99,5.49,5.49,0.1,2.69,592.1,320.1
CER-198,composition_series,89.74,7.4,2.86,1600,4,10,5,86.2,8.1,14.9,6.1,0.91,0.5,11.66,5.83,5.83,0.1,2.75,589.6,319.9
CER-199,composition_series,89.76,5.31,4.92,1600,4,10,5,86.9,13.5,10.9,5.6,1.23,0.426,11.72,5.86,5.86,0.1,2.33,580.3,322
CER-200,composition_series,89.79,7.37,2.85,1600,4,10,5,86,7.6,14.8,5.9,1.32,0.5,11.89,5.95,5.95,0.1,2.86,560.5,315.6
CER-201,composition_series,89.81,5.57,4.62,1600,4,10,5,86.2,13.2,9.8,5.7,1.07,0.5,11.3,5.65,5.65,0.1,2.49,633.7,322.9
CER-202,composition_series,89.83,6.28,3.89,1600,4,10,5,86,11.2,12.8,5.6,1.2,0.446,12.23,6.12,6.12,0.1,2.71,552.5,311.7
CER-203,composition_series,89.86,6.85,3.29,1600,4,10,5,85.4,9.4,13.3,5.8,1.27,0.474,11.66,5.83,5.83,0.1,2.6,560.8,320.6
CER-204,composition_series,89.88,5.71,4.41,1600,4,10,5,85,11.9,11.2,5.8,1.32,0.5,11.03,5.51,5.51,0.1,2.83,564.7,324.7
CER-205,composition_series,89.91,7.19,2.9,1600,4,10,5,83.8,8.7,14.4,6.5,1.1,0.5,11.33,5.66,5.66,0.1,2.62,565,319
CER-206,composition_series,89.93,6.13,3.94,1600,4,10,5,84.2,11.3,13.2,6,1.1,0.46,11.55,5.78,5.78,0.1,2.8,550.1,314.6
CER-207,composition_series,89.95,5.21,4.83,1600,4,10,5,84.5,13.2,10.3,5.3,0.95,0.493,12.05,6.02,6.02,0.1,2.87,587.6,321.6
CER-208,composition_series,89.98,5.85,4.17,1600,4,10,5,85.2,12.6,12.5,5.3,1.01,0.5,12.28,6.14,6.14,0.1,2.78,553.5,307.3
CER-209,composition_series,90,6.85,3.15,1600,4,10,5,84.6,7.9,14.2,6.1,1.12,0.406,11.03,5.51,5.51,0.1,2.96,600.9,330
CER-210,composition_series,90.03,5.13,4.84,1600,4,10,5,85.6,13.6,9.2,5.2,1.33,0.483,11.1,5.55,5.55,0.1,2.7,567.2,337.1
CER-211,composition_series,90.05,7.54,2.41,1600,4,10,5,85.2,6.3,15.7,5.3,0.84,0.5,12.44,6.22,6.22,0.1,2.83,575.4,311
CER-212,composition_series,90.07,5.14,4.78,1600,4,10,5,84.5,12.7,10.6,5.2,1.17,0.439,11.21,5.6,5.6,0.1,2.83,593.3,326
CER-213,composition_series,90.1,5.47,4.43,1600,4,10,5,84.2,11.2,10.9,4.7,1.1,0.465,12.06,6.03,6.03,0.1,2.71,561.6,311.7
CER-214,composition_series,90.12,7.41,2.47,1600,4,10,5,85.5,6.9,14.2,6.1,1.27,0.5,12.51,6.25,6.25,0.1,2.4,543.1,313.1
CER-215,composition_series,90.15,6.35,3.5,1600,4,10,5,87.6,9.2,12.2,6.9,1.24,0.5,10.8,5.4,5.4,0.1,2.94,606.5,324.1
CER-216,composition_series,90.17,7.6,2.23,1600,4,10,5,86.7,7.4,15.4,6.8,1.52,0.5,11.75,5.88,5.88,0.1,2.61,553,312.2
CER-217,composition_series,90.19,7.68,2.13,1600,4,10,5,86.4,6.7,14.7,5.8,1.29,0.5,10.85,5.42,5.42,0.1,3.15,601.2,323.4
CER-218,composition_series,90.22,7.19,2.59,1600,4,10,5,87,6.7,14.1,5.8,1.48,0.5,10.65,5.33,5.33,0.1,2.64,591.4,324
CER-219,composition_series,90.24,6.6,3.16,1600,4,10,5,84.7,8.4,13.2,6.1,1.29,0.492,11.88,5.94,5.94,0.1,2.39,530.1,313.7
CER-220,composition_series,90.27,7.44,2.29,1600,4,10,5,86.2,5.3,15,5.4,1.52,0.438,10.91,5.46,5.46,0.1,2.59,583.2,331.2
CER-221,composition_series,90.29,6.58,3.13,1600,4,10,5,87.9,8.7,12.5,6,1.25,0.5,11.3,5.65,5.65,0.1,2.71,564.1,321.8
CER-222,composition_series,90.31,7.27,2.42,1600,4,10,5,85.8,6.6,14.1,6,1.57,0.499,10.67,5.33,5.33,0.1,2.84,530,319.7
CER-223,composition_series,90.34,6.89,2.77,1600,4,10,5,86.1,7.8,12.9,6.2,1.47,0.5,11.52,5.76,5.76,0.1,2.96,543.2,318.4
CER-224,composition_series,90.36,4.9,4.74,1600,4,10,5,87.2,14,9.5,4.9,1.55,0.5,11.62,5.81,5.81,0.1,2.58,573.9,324.6
CER-225,composition_series,90.39,7.09,2.52,1600,4,10,5,86.2,6.5,13.8,5.8,1.42,0.5,10.74,5.37,5.37,0.1,2.55,586.5,318.8
CER-226,composition_series,90.41,5.2,4.39,1600,4,10,5,85.3,12.4,9.9,5.4,1.53,0.5,11.85,5.92,5.92,0.1,2.42,555.5,325.3
CER-227,composition_series,90.43,6.13,3.43,1600,4,10,5,85,9.4,11.8,5.3,1.41,0.486,10.82,5.41,5.41,0.1,2.88,567.1,322.1
CER-228,composition_series,90.46,5.84,3.7,1600,4,10,5,85.2,9.9,12.1,4.5,1.25,0.489,11.31,5.66,5.66,0.1,2.49,569.8,321.4
CER-229,composition_series,90.48,6.49,3.03,1600,4,10,5,86.2,8.1,12.3,5.6,1.18,0.478,11.4,5.7,5.7,0.1,2.61,574.9,317.3
CER-230,composition_series,90.51,7.42,2.08,1600,4,10,5,87.8,6.7,14.2,5.5,1.52,0.5,10.91,5.45,5.45,0.1,2.73,580.3,322.6
CER-231,composition_series,90.53,6.36,3.11,1600,4,10,5,85.4,9.6,13.8,5.5,1.6,0.489,12.69,6.35,6.35,0.1,2.69,488.4,303
CER-232,composition_series,90.56,6.66,2.79,1600,4,10,5,85.5,6.9,13.8,6.6,1.16,0.5,11.8,5.9,5.9,0.1,2.61,531.2,327.9
CER-233,composition_series,90.58,6.14,3.29,1600,4,10,5,85.2,9.7,12.3,4.6,1.35,0.482,11.27,5.64,5.64,0.1,2.94,580.3,325.6
CER-234,composition_series,90.6,7.36,2.04,1600,4,10,5,83.9,5.1,14.7,5.3,1.21,0.47,10.82,5.41,5.41,0.1,2.66,595.4,326.7
CER-235,composition_series,90.63,5.37,4,1600,4,10,5,86.7,11.1,11.1,5.3,1.63,0.48,11.07,5.54,5.54,0.1,2.7,541.4,321.6
CER-236,composition_series,90.65,7.35,1.99,1600,4,10,5,83.4,6.1,14.9,6.5,0.76,0.488,10.86,5.43,5.43,0.1,3,624.1,321.9
CER-237,composition_series,90.68,6.74,2.59,1600,4,10,5,86.8,7.6,13.1,5.7,1.05,0.445,10.52,5.26,5.26,0.1,2.78,610.2,328.9
CER-238,composition_series,90.7,5.1,4.2,1600,4,10,5,86,11.5,10.7,5.4,1.16,0.398,11.04,5.52,5.52,0.1,2.66,580.9,335
CER-239,composition_series,90.72,6.43,2.85,1600,4,10,5,84.1,8.4,12.2,5,1.23,0.5,10.77,5.39,5.39,0.1,2.79,602,325.4
CER-240,composition_series,90.75,7.15,2.1,1600,4,10,5,86.1,5.3,13.9,5.9,1.51,0.5,11.34,5.67,5.67,0.1,2.9,558.8,322.1
CER-241,composition_series,90.77,6.16,3.07,1600,4,10,5,86.3,8.3,12.5,5.1,1.56,0.436,10.81,5.4,5.4,0.1,2.76,581.3,330.9
CER-242,composition_series,90.8,4.73,4.48,1600,4,10,5,86.7,11.3,10.4,4.5,1.26,0.477,11.8,5.9,5.9,0.1,2.93,584.4,309.5
CER-243,composition_series,90.82,5.71,3.47,1600,4,10,5,86,10.1,11.7,4.3,1.54,0.495,10.55,5.28,5.28,0.1,2.71,573.8,328.2
CER-244,composition_series,90.84,6.24,2.92,1600,4,10,5,85.1,7.9,12.4,6.4,1.08,0.5,12.25,6.13,6.13,0.1,2.7,540.5,315.6
CER-245,composition_series,90.87,5.64,3.49,1600,4,10,5,87.3,8.1,12.1,5.8,1.42,0.5,11.09,5.54,5.54,0.1,2.59,566.9,323.5
CER-246,composition_series,90.89,5.82,3.29,1600,4,10,5,86.9,9.5,11.3,5.8,1.12,0.5,11.74,5.87,5.87,0.1,2.73,564.6,321.8
CER-247,composition_series,90.92,6.59,2.5,1600,4,10,5,84.9,7.1,12.9,5.4,1.2,0.49,11.47,5.73,5.73,0.1,2.55,583.1,333.2
CER-248,composition_series,90.94,6.12,2.94,1600,4,10,5,85.8,8.9,13.6,5.6,1.05,0.5,11.55,5.77,5.77,0.1,2.63,582,326.7
CER-249,composition_series,90.96,5.77,3.27,1600,4,10,5,85.3,9.1,11.5,5.7,1.52,0.48,11.75,5.87,5.87,0.1,2.42,546.4,324.5
CER-250,composition_series,90.99,6.15,2.86,1600,4,10,5,85.4,8,12.7,5.3,1.55,0.5,11.13,5.56,5.56,0.1,2.68,572.7,320.1
CER-251,composition_series,91.01,5.78,3.2,1600,4,10,5,85.1,8.1,11.6,5.8,1.23,0.5,11.73,5.87,5.87,0.1,2.74,542.1,320.2
CER-252,composition_series,91.04,4.83,4.14,1600,4,10,5,86.8,10.9,9.6,5.5,1.2,0.5,11.75,5.88,5.88,0.1,3.01,576.2,324
CER-253,composition_series,91.06,6.58,2.36,1600,4,10,5,85.4,7.7,13.3,5.2,1.73,0.5,11.66,5.83,5.83,0.1,2.27,532.6,328.7
CER-254,composition_series,91.08,4.8,4.11,1600,4,10,5,86.4,11.6,10.5,5.1,1.3,0.5,11.61,5.81,5.81,0.1,3.1,563.2,315.7
CER-255,composition_series,91.11,5.84,3.05,1600,4,10,5,86.1,8.7,11.7,5.2,1.61,0.462,12.68,6.34,6.34,0.1,2.57,530.8,311.5
CER-256,composition_series,91.13,5.81,3.05,1600,4,10,5,87.7,9,11.2,5.2,1.11,0.401,12.08,6.04,6.04,0.1,2.79,571.6,314
CER-257,composition_series,91.16,5.33,3.51,1600,4,10,5,87.7,10.5,11.4,5.2,1.19,0.5,11.27,5.63,5.63,0.1,2.39,585.8,326.4
CER-258,composition_series,91.18,6.64,2.18,1600,4,10,5,85.3,6.7,13.6,5.2,1.06,0.44,10.8,5.4,5.4,0.1,2.8,608.5,334.7
CER-259,composition_series,91.2,4.74,4.05,1600,4,10,5,85.2,11.2,9.9,4.7,1.41,0.43,10.66,5.33,5.33,0.1,2.95,596.9,334.5
CER-260,composition_series,91.23,5.67,3.1,1600,4,10,5,85.9,8.1,12.2,4.9,1.06,0.5,11.63,5.81,5.81,0.1,2.39,573.5,322.7
CER-261,composition_series,91.25,5.56,3.19,1600,4,10,5,87.5,8.9,12,5.8,1.03,0.5,10.71,5.36,5.36,0.1,2.38,625.6,339.1
CER-262,composition_series,91.28,5.18,3.54,1600,4,10,5,85.1,10.1,9.9,5.1,1.07,0.5,11.72,5.86,5.86,0.1,3.05,573.5,316.8
CER-263,composition_series,91.3,4.93,3.77,1600,4,10,5,87.2,10.2,9.3,4.7,1.22,0.456,11.63,5.81,5.81,0.1,3.06,546.6,314.7
CER-264,composition_series,91.32,6.92,1.76,1600,4,10,5,87.2,5.4,13.8,5.9,1.26,0.5,11.62,5.81,5.81,0.1,2.69,570.7,319.3
CER-265,composition_series,91.35,5.04,3.61,1600,4,10,5,86.9,10.8,9.6,4.3,1.61,0.5,10.63,5.31,5.31,0.1,2.72,582.5,328.2
CER-266,composition_series,91.37,4.97,3.65,1600,4,10,5,87,10.4,10.9,4.6,1.23,0.5,11.55,5.78,5.78,0.1,2.65,585.8,315.6
CER-267,composition_series,91.4,5.35,3.25,1600,4,10,5,86.8,8.7,11.1,4.5,1.4,0.5,11.54,5.77,5.77,0.1,2.75,526.4,323.9
CER-268,composition_series,91.42,5.62,2.96,1600,4,10,5,86.8,8.4,12,4.4,1.34,0.466,12.34,6.17,6.17,0.1,2.62,528.2,314.2
CER-269,composition_series,91.44,5.6,2.95,1600,4,10,5,86.1,7.7,11,5.6,0.95,0.497,11.31,5.65,5.65,0.1,2.8,581.7,319.2
CER-270,composition_series,91.47,6.36,2.17,1600,4,10,5,86.8,5.9,12.8,5.5,1.31,0.5,10.76,5.38,5.38,0.1,2.98,565.4,330.9
CER-271,composition_series,91.49,6.13,2.37,1600,4,10,5,86.7,7.1,12.6,4.2,1.58,0.427,12.07,6.04,6.04,0.1,2.9,548.5,315.4
CER-272,composition_series,91.52,6.58,1.9,1600,4,10,5,87.6,5.9,12.6,6,1.55,0.5,11.35,5.68,5.68,0.1,2.62,575.4,327.5
CER-273,composition_series,91.54,5.74,2.72,1600,4,10,5,86.2,7.5,11.7,5.1,1.49,0.5,11.69,5.84,5.84,0.1,2.64,542.4,315.7
CER-274,composition_series,91.57,4.97,3.47,1600,4,10,5,87.9,9.2,9.3,5.1,1.3,0.5,11.55,5.78,5.78,0.1,2.78,569,318.6
CER-275,composition_series,91.59,5.18,3.23,1600,4,10,5,87.3,9,10.9,4.3,1.45,0.488,11.57,5.78,5.78,0.1,2.73,573.2,313.1
CER-276,composition_series,91.61,6.61,1.78,1600,4,10,5,85.2,5.2,12.9,5.1,1.78,0.431,12.18,6.09,6.09,0.1,3.08,518.9,311.1
CER-277,composition_series,91.64,4.24,4.13,1600,4,10,5,87.8,11.6,9.1,3.9,1.48,0.406,10.94,5.47,5.47,0.1,3.02,575.9,339
CER-278,composition_series,91.66,5.27,3.06,1600,4,10,5,86.6,7.9,10.4,3.8,1.6,0.5,11.68,5.84,5.84,0.1,2.6,542.6,314.6
CER-279,composition_series,91.69,6.28,2.04,1600,4,10,5,86.7,5.2,13.9,5.3,1.15,0.5,11.7,5.85,5.85,0.1,2.66,573,316.4
CER-280,composition_series,91.71,5.77,2.52,1600,4,10,5,87.5,6.8,11.4,5.1,1.37,0.45,12.53,6.26,6.26,0.1,2.65,533.3,305.9
CER-281,composition_series,91.73,5.5,2.76,1600,4,10,5,86.5,7.6,10.7,4.1,1.18,0.5,11.61,5.81,5.81,0.1,2.51,565,321.8
CER-282,composition_series,91.76,4.83,3.42,1600,4,10,5,86.3,9.6,10,4.4,1.14,0.491,11.97,5.99,5.99,0.1,2.78,585.6,325.7
CER-283,composition_series,91.78,5.39,2.83,1600,4,10,5,86.3,7.4,11.1,4.8,1.38,0.5,11,5.5,5.5,0.1,2.46,568.6,335.1
CER-284,composition_series,91.81,5.18,3.02,1600,4,10,5,86.3,8.2,10.3,5.5,1.2,0.411,10.97,5.49,5.49,0.1,2.39,605.5,326.8
CER-285,composition_series,91.83,6.38,1.79,1600,4,10,5,87.1,4.7,12.3,5.1,1.27,0.406,11.46,5.73,5.73,0.1,2.66,557.8,328.6
CER-286,composition_series,91.85,5.19,2.96,1600,4,10,5,87.5,7.8,10.5,4.3,1.22,0.5,10.92,5.46,5.46,0.1,2.6,598.7,333.7
CER-287,composition_series,91.88,4.3,3.83,1600,4,10,5,87,11.3,8.9,4.6,1.34,0.5,11.99,5.99,5.99,0.1,2.99,550.2,319.2
CER-288,composition_series,91.9,6.22,1.88,1600,4,10,5,87.2,5.4,13.1,5.4,1.51,0.416,11.17,5.59,5.59,0.1,2.89,568.1,324.2
CER-289,composition_series,91.93,5.29,2.78,1600,4,10,5,89.9,7.6,10.8,5,1,0.5,10.13,5.06,5.06,0.1,2.53,633.6,342.9
CER-290,composition_series,91.95,4.47,3.58,1600,4,10,5,87.6,10.2,8.7,4.7,1.17,0.5,11.41,5.71,5.71,0.1,2.53,580.7,323
CER-291,composition_series,91.97,4.79,3.23,1600,4,10,5,88.2,8.8,10.4,4.3,1.33,0.441,11.1,5.55,5.55,0.1,2.4,597.5,324.1
CER-292,composition_series,92,4.86,3.15,1600,4,10,5,86.3,8.6,10.3,4.8,1.39,0.5,11.49,5.74,5.74,0.1,2.53,576.1,328.3
CER-293,composition_series,92.02,6.21,1.77,1600,4,10,5,87.7,5.4,12.5,5.5,1.24,0.5,11.52,5.76,5.76,0.1,2.39,560.6,327
CER-294,composition_series,92.05,4.53,3.43,1600,4,10,5,86,10.4,9.4,5.1,1.22,0.5,11.59,5.79,5.79,0.1,2.67,552.6,321.2
CER-295,composition_series,92.07,5.69,2.24,1600,4,10,5,87.1,5.5,11.8,4.4,1.22,0.5,11.49,5.75,5.75,0.1,2.57,559.4,321.8
CER-296,composition_series,92.09,4.52,3.39,1600,4,10,5,88.3,9.5,9.6,4.4,1.3,0.5,11.44,5.72,5.72,0.1,2.54,597.8,327.4
CER-297,composition_series,92.12,4.69,3.19,1600,4,10,5,87.3,9,8.6,4.6,1.09,0.5,11.89,5.95,5.95,0.1,2.87,597.1,319.5
CER-298,composition_series,92.14,5.18,2.68,1600,4,10,5,86.4,8.1,11.6,3.9,1.38,0.5,11.67,5.84,5.84,0.1,2.56,559.3,315.8
CER-299,composition_series,92.17,5.27,2.57,1600,4,10,5,88.1,7.1,10.7,4.7,1.22,0.5,12.85,6.42,6.42,0.1,2.56,513,317
CER-300,composition_series,92.19,5.81,2,1600,4,10,5,87.6,5.8,11.7,5.1,1.48,0.5,11.3,5.65,5.65,0.1,2.59,564.3,321.3
CER-301,composition_series,92.21,6.02,1.77,1600,4,10,5,86.5,4.9,11.3,5.3,1.23,0.5,10.99,5.5,5.5,0.1,2.72,573.3,326.7
CER-302,composition_series,92.24,4.25,3.51,1600,4,10,5,88,9.7,9.1,4.8,1.6,0.492,11.91,5.96,5.96,0.1,2.63,533.9,322.2
CER-303,composition_series,92.26,5.18,2.55,1600,4,10,5,88.3,7.2,10.1,5.4,1.33,0.488,11.9,5.95,5.95,0.1,2.44,570.6,315.7
CER-304,composition_series,92.29,5.93,1.79,1600,4,10,5,87.8,5.2,12.6,5,1.12,0.5,12.42,6.21,6.21,0.1,2.13,576.1,315.2
CER-305,composition_series,92.31,4.36,3.33,1600,4,10,5,87.5,9.1,9.7,4.1,1.18,0.5,11.96,5.98,5.98,0.1,2.67,576,323.3
CER-306,composition_series,92.33,3.95,3.72,1600,4,10,5,87.1,10.4,8.3,4,1.08,0.5,11.95,5.97,5.97,0.1,2.64,557,316.5
CER-307,composition_series,92.36,4.96,2.68,1600,4,10,5,87.8,8,10.6,3.8,1.36,0.5,10.48,5.24,5.24,0.1,2.62,575.9,331
CER-308,composition_series,92.38,5.84,1.78,1600,4,10,5,87.7,4.9,9.9,4.6,1.35,0.5,11.37,5.69,5.69,0.1,2.65,580.2,324
CER-309,composition_series,92.41,5.93,1.67,1600,4,10,5,88.6,4.3,12,5,1.29,0.471,11.51,5.76,5.76,0.1,2.58,543.2,315.1
CER-310,composition_series,92.43,5.68,1.89,1600,4,10,5,85.6,5.5,12.4,4.5,1.41,0.429,12.27,6.13,6.13,0.1,2.94,554.6,317.2
CER-311,composition_series,92.45,4.17,3.37,1600,4,10,5,88.9,9.3,7.6,4.9,1.49,0.5,11.41,5.7,5.7,0.1,2.86,569,318.2
CER-312,composition_series,92.48,5.97,1.55,1600,4,10,5,87.4,4.9,12.3,5.4,1.44,0.5,11.9,5.95,5.95,0.1,2.46,556.7,318.7
CER-313,composition_series,92.5,5.41,2.09,1600,4,10,5,89.3,6.5,10.4,4.8,1.39,0.5,11.99,5.99,5.99,0.1,3.06,553.5,317.8
CER-314,composition_series,92.53,5,2.48,1600,4,10,5,86.6,6.7,10,4.5,1.31,0.483,11.57,5.79,5.79,0.1,2.31,572.2,321.2
CER-315,composition_series,92.55,4.18,3.26,1600,4,10,5,88.6,8.4,8.6,4.5,1.28,0.5,11.74,5.87,5.87,0.1,2.39,574.9,320.7
CER-316,composition_series,92.58,5.91,1.52,1600,4,10,5,87.3,6.1,11.8,4.8,1.28,0.468,11.78,5.89,5.89,0.1,2.58,550.6,314.9
CER-317,composition_series,92.6,5.02,2.38,1600,4,10,5,87.7,6.6,11,4.7,1.3,0.484,10.78,5.39,5.39,0.1,2.87,569.2,325.1
CER-318,composition_series,92.62,4.35,3.03,1600,4,10,5,87.4,8.3,8.7,4.7,1.5,0.5,11.4,5.7,5.7,0.1,2.34,528.9,314.2
CER-319,composition_series,92.65,5.5,1.86,1600,4,10,5,89.1,6.1,11.9,5.1,1.19,0.5,11.47,5.73,5.73,0.1,2.49,562.5,323
CER-320,composition_series,92.67,4.53,2.8,1600,4,10,5,87.9,7.6,9,5.1,1.35,0.5,11.05,5.52,5.52,0.1,2.49,563.5,335.5
CER-321,composition_series,92.7,4.97,2.34,1600,4,10,5,88.1,5.6,10.2,5,1.5,0.475,11.45,5.72,5.72,0.1,2.29,539.1,325.4
CER-322,composition_series,92.72,3.72,3.56,1600,4,10,5,88.8,9.7,8.1,4.6,1.75,0.5,11.69,5.84,5.84,0.1,2.44,551.5,331.8
CER-323,composition_series,92.74,4.67,2.58,1600,4,10,5,88.7,7.4,9.8,4.3,1.28,0.5,11.58,5.79,5.79,0.1,2.61,559.9,322.9
CER-324,composition_series,92.77,4.49,2.74,1600,4,10,5,88.5,7.4,9.2,3.9,1.44,0.496,11.38,5.69,5.69,0.1,2.46,567.8,319.9
CER-325,composition_series,92.79,3.91,3.3,1600,4,10,5,88.6,9.6,8.3,2.6,1.1,0.5,12.53,6.27,6.27,0.1,3.03,568.4,314.2
CER-326,composition_series,92.82,4.03,3.16,1600,4,10,5,89.1,9.3,8.1,4.2,1.29,0.5,10.8,5.4,5.4,0.1,3.03,578.3,330.1
CER-327,composition_series,92.84,5.49,1.67,1600,4,10,5,86.9,5.1,12.2,4.9,1.45,0.5,11.28,5.64,5.64,0.1,2.57,563.4,321.5
CER-328,composition_series,92.86,5.53,1.6,1600,4,10,5,90.1,4.8,11.6,4.3,1.62,0.5,11.33,5.66,5.66,0.1,2.28,562.4,329
CER-329,composition_series,92.89,5.23,1.88,1600,4,10,5,88.1,5.5,9.4,4.5,1.19,0.5,11.15,5.58,5.58,0.1,2.52,600.4,321
CER-330,composition_series,92.91,5.29,1.8,1600,4,10,5,86.3,5.7,10.7,3.5,1.27,0.5,11.77,5.89,5.89,0.1,2.37,556.7,333.4
CER-331,composition_series,92.94,4.36,2.7,1600,4,10,5,88.8,7.9,9.1,3.5,1.37,0.499,10.88,5.44,5.44,0.1,2.63,573.6,330.6
CER-332,composition_series,92.96,4.38,2.66,1600,4,10,5,88.5,7.6,8.7,3.9,1.17,0.5,12,6,6,0.1,2.72,549.2,323.1
CER-333,composition_series,92.98,3.94,3.08,1600,4,10,5,87.3,8.5,8.2,4.4,1.56,0.457,11.91,5.95,5.95,0.1,2.27,559.1,323.9
CER-334,composition_series,93.01,4.4,2.59,1600,4,10,5,88.6,7.3,8.1,2.7,1.57,0.5,10.79,5.4,5.4,0.1,2.81,588.9,333.3
CER-335,composition_series,93.03,4.41,2.56,1600,4,10,5,88.3,7.4,9.3,4.3,1.2,0.5,11.24,5.62,5.62,0.1,2.74,608.7,320
CER-336,composition_series,93.06,4.75,2.19,1600,4,10,5,88.8,6.5,10.6,4.4,1.88,0.5,10.33,5.16,5.16,0.1,2.62,577.7,331.9
CER-337,composition_series,93.08,5.09,1.83,1600,4,10,5,88.2,5.4,10,4,1.2,0.5,11.33,5.67,5.67,0.1,2.67,573.4,336.7
